-5.000000;3.380532
-4.990000;3.509167
-4.980000;3.647159
-4.970000;3.795599
-4.960000;3.955753
-4.950000;4.129101
-4.940000;4.317382
-4.930000;4.522657
-4.920000;4.747382
-4.910000;4.994511
-4.900000;5.267628
-4.890000;5.571125
-4.880000;5.910441
-4.870000;6.292397
-4.860000;6.725664
-4.850000;7.221433
-4.840000;7.794409
-4.830000;8.464299
-4.820000;9.258143
-4.810000;10.214081
-4.800000;11.387689
-4.790000;12.863249
-4.780000;14.775040
-4.770000;17.350913
-4.760000;21.011153
-4.750000;26.626639
-4.740000;36.347615
-4.730000;57.358795
-4.720000;139.738465
-4.710000;NaN
-4.700000;-82.823599
-4.690000;-45.030760
-4.680000;-30.995226
-4.670000;-23.639495
-4.660000;-19.105972
-4.650000;-16.030123
-4.640000;-13.805492
-4.630000;-12.121220
-4.620000;-10.801441
-4.610000;-9.739160
-4.600000;-8.865538
-4.590000;-8.134269
-4.580000;-7.513061
-4.570000;-6.978701
-4.560000;-6.514076
-4.550000;-6.106295
-4.540000;-5.745457
-4.530000;-5.423837
-4.520000;-5.135314
-4.510000;-4.874981
-4.500000;-4.638852
-4.490000;-4.423661
-4.480000;-4.226704
-4.470000;-4.045722
-4.460000;-3.878815
-4.450000;-3.724373
-4.440000;-3.581022
-4.430000;-3.447584
-4.420000;-3.323040
-4.410000;-3.206507
-4.400000;-3.097215
-4.390000;-2.994490
-4.380000;-2.897739
-4.370000;-2.806436
-4.360000;-2.720119
-4.350000;-2.637580
-4.340000;-2.560053
-4.330000;-2.486397
-4.320000;-2.416315
-4.310000;-2.349539
-4.300000;-2.285830
-4.290000;-2.224968
-4.280000;-2.166756
-4.270000;-2.111013
-4.260000;-2.057574
-4.250000;-2.006291
-4.240000;-1.957025
-4.230000;-1.909650
-4.220000;-1.864051
-4.210000;-1.820121
-4.200000;-1.777761
-4.190000;-1.736881
-4.180000;-1.697397
-4.170000;-1.659232
-4.160000;-1.622312
-4.150000;-1.586570
-4.140000;-1.551946
-4.130000;-1.518379
-4.120000;-1.485817
-4.110000;-1.454208
-4.100000;-1.423505
-4.090000;-1.393664
-4.080000;-1.364644
-4.070000;-1.336405
-4.060000;-1.308911
-4.050000;-1.282127
-4.040000;-1.256021
-4.030000;-1.230563
-4.020000;-1.205724
-4.010000;-1.181477
-4.000000;-1.157796
-3.990000;-1.134657
-3.980000;-1.112037
-3.970000;-1.089915
-3.960000;-1.068269
-3.950000;-1.047082
-3.940000;-1.026333
-3.930000;-1.006006
-3.920000;-0.986084
-3.910000;-0.966551
-3.900000;-0.947392
-3.890000;-0.928592
-3.880000;-0.910139
-3.870000;-0.892018
-3.860000;-0.874218
-3.850000;-0.856726
-3.840000;-0.839531
-3.830000;-0.822623
-3.820000;-0.805990
-3.810000;-0.789623
-3.800000;-0.773513
-3.790000;-0.757650
-3.780000;-0.742026
-3.770000;-0.726631
-3.760000;-0.711459
-3.750000;-0.696501
-3.740000;-0.681750
-3.730000;-0.667198
-3.720000;-0.652840
-3.710000;-0.638667
-3.700000;-0.624675
-3.690000;-0.610856
-3.680000;-0.597205
-3.670000;-0.583716
-3.660000;-0.570451
-3.650000;-0.557272
-3.640000;-0.544239
-3.630000;-0.531347
-3.620000;-0.518591
-3.610000;-0.505967
-3.600000;-0.493470
-3.590000;-0.481095
-3.580000;-0.468839
-3.570000;-0.456698
-3.560000;-0.444667
-3.550000;-0.432742
-3.540000;-0.420921
-3.530000;-0.409198
-3.520000;-0.397571
-3.510000;-0.386036
-3.500000;-0.374590
-3.490000;-0.363229
-3.480000;-0.351951
-3.470000;-0.340751
-3.460000;-0.329628
-3.450000;-0.318578
-3.440000;-0.307598
-3.430000;-0.296685
-3.420000;-0.285837
-3.410000;-0.275050
-3.400000;-0.264323
-3.390000;-0.253653
-3.380000;-0.243036
-3.370000;-0.232471
-3.360000;-0.221955
-3.350000;-0.211486
-3.340000;-0.201061
-3.330000;-0.190678
-3.320000;-0.180334
-3.310000;-0.170027
-3.300000;-0.159756
-3.290000;-0.149517
-3.280000;-0.139309
-3.270000;-0.129129
-3.260000;-0.118976
-3.250000;-0.108847
-3.240000;-0.098740
-3.230000;-0.088652
-3.220000;-0.078583
-3.210000;-0.068530
-3.200000;-0.058490
-3.190000;-0.048462
-3.180000;-0.038444
-3.170000;-0.028433
-3.160000;-0.018429
-3.150000;-0.008428
